provider_ccn,display_name,facility_name,city,county,state,zip_code,cbsa,rural_urban,type_of_control,total_beds,bed_size_band,snf_nf_mix,source_year,fiscal_year,report_days,report_period_status,latest_valid_rule,total_days,average_daily_census,occupancy_rate,medicare_day_share,medicaid_day_share,other_day_share,net_patient_revenue_per_day,operating_expense_per_day,revenue_expense_spread_per_day,patient_service_margin,total_margin,net_income_per_day,salary_cost_per_day,contract_labor_per_day,contract_labor_ratio,total_labor_cost_per_day,labor_cost_share_of_operating_expense,days_cash_on_hand,current_ratio,valid_core_benchmark,data_quality_flags,data_layer_version
465186,MAPLE SPRINGS OF NORTH LOGAN — NORTH LOGAN (465186),MAPLE SPRINGS OF NORTH LOGAN,NORTH LOGAN,CACHE,UT,84341,30860,U,5,180,150+,Mixed SNF/NF,2023,2023,365,plausible,valid_core_plausible_report_period,36630,100.35616438356165,0.5575342465753425,0.13232323232323231,NA,0.8676767676767677,229.36857766857767,242.82246792246792,-13.45389025389025,-0.05865620474540427,0.14425732384279458,33.08809718809719,117.17286377286378,NA,NA,130.37895167895167,0.536931169485441,104.33070754156432,9.911795320702204,TRUE,NA,v0.41
465192,MEADOW PEAK REHABILITATION — TAYLORSVILLE (465192),MEADOW PEAK REHABILITATION,TAYLORSVILLE,SALT LAKE,UT,84129,41620,U,4,75,50-99,SNF-dominant,2023,2023,365,plausible,valid_core_plausible_report_period,22705,62.205479452054796,0.8294063926940639,0.18185421713279012,0.4243558687513764,0.39378991411583353,366.4656243118256,335.5165822506056,30.949042061219984,0.08445278358464928,0.09714741793923085,35.601189165382074,8.808632459810615e-5,178.60004404316228,0.9999995067958598,178.60017617264918,0.532314006582388,34.8309640026968,3.0906552685374464,TRUE,NA,v0.41
465124,MIDTOWN MANOR — SALT LAKE CITY (465124),MIDTOWN MANOR,SALT LAKE CITY,SALT LAKE,UT,84104,41620,U,4,82,50-99,SNF-dominant,2022,2022,365,plausible,valid_core_plausible_report_period,28387,77.77260273972603,0.9484463748747076,0.014090957128262938,0.5960474865255222,0.38986155634621483,298.865255222461,315.9472293655547,-17.081974143093703,-0.057156105785460626,-0.04718944898848264,-14.103286715750167,172.35326029520556,NA,NA,191.97844083559374,0.6076281827857792,2.217968212894621,0.9373061802554148,TRUE,NA,v0.41
465157,MILLARD COUNTY CARE & REHABILITATION — DELTA (465157),MILLARD COUNTY CARE & REHABILITATION,DELTA,MILLARD,UT,84624,99946,R,8,60,50-99,SNF-dominant,2023,2023,365,plausible,valid_core_plausible_report_period,17062,46.74520547945205,0.7790867579908676,0.09735083811979839,0.5530418473801431,0.3496073145000586,299.1691478138554,326.8912202555386,-27.722072441683224,-0.09266354048958315,-0.0857844097590639,-25.664048763333724,137.586332200211,10.14142538975501,0.06864942347465673,198.10555620677528,0.6060289904755211,92.28212588692473,9.52761785745066,TRUE,NA,v0.41
465185,MILLCREEK REHABILITATION AND NURSING — SALT LAKE CITY (465185),MILLCREEK REHABILITATION AND NURSING,SALT LAKE CITY,SALT LAKE,UT,84106,41620,U,9,61,50-99,SNF-dominant,2023,2023,365,plausible,valid_core_plausible_report_period,21104,57.81917808219178,0.9478553783965866,0.038855193328279,NA,0.961144806671721,359.5779473085671,302.16598749052315,57.411959818043954,0.15966485221847226,0.1625982255068272,58.46673616376042,108.17418498862774,NA,NA,121.31292645943897,0.40147776878178165,26.01083424247257,3.975288538953489,TRUE,NA,v0.41
465088,MISSION AT ALPINE REHABILITATION — PLEASANT GROVE (465088),MISSION AT ALPINE REHABILITATION,PLEASANT GROVE,UTAH,UT,84062,39340,U,2,45,<50,SNF-dominant,2023,2024,366,plausible,valid_core_plausible_report_period,13134,35.885245901639344,0.7974499089253188,0.03197807217907721,0.7348865539820314,0.23313537383889144,333.932084665753,317.24988579259934,16.682198873153652,0.04995686140746726,0.07823658006723419,26.12570427897061,4.5682960255824577e-4,129.54621592812546,0.9999964736292115,129.54674889599514,0.40834293311829817,109.09720790254298,14.731320692817572,TRUE,NA,v0.41
465175,MISSION AT COMMUNITY LIVING & REHAB — CENTERFIELD (465175),MISSION AT COMMUNITY LIVING & REHAB,CENTERFIELD,SANPETE,UT,84622,99946,R,13,46,<50,SNF-dominant,2023,2024,366,plausible,valid_core_plausible_report_period,11578,31.633879781420767,0.6876930387265384,0.1343928139575056,0.6673000518224218,0.19830713422007254,401.6294696838832,375.5121782691311,26.117291414752117,0.06502832432916006,0.09005979700073075,36.170668509241665,0.0010364484366902746,139.31369839350492,0.9999925603818012,139.31482121264466,0.37099947558237956,138.36651685496633,1.7626210537356222,TRUE,NA,v0.41
465086,MOUNTAIN VIEW HEALTH SERVICES — SOUTH OGDEN (465086),MOUNTAIN VIEW HEALTH SERVICES,SOUTH OGDEN,WEBER,UT,84403,36260,U,6,155,150+,SNF-dominant,2023,2023,365,plausible,valid_core_plausible_report_period,14372,39.37534246575343,0.25403446752098985,0.02240467575841915,0.9417617589757863,0.0358335652657946,206.573754522683,259.42040077929306,-52.84664625661006,-0.25582459097342497,-0.25579831842197626,-52.84121903701642,126.66928750347898,NA,NA,143.9613136654606,0.554934435507015,17.190602377970116,0.5932248902043155,TRUE,NA,v0.41
465165,MSM BRIGHAM CITY — BRIGHAM CITY (465165),MSM BRIGHAM CITY,BRIGHAM CITY,BOX ELDER,UT,84032,36260,U,6,41,<50,SNF-dominant,2023,2024,366,plausible,valid_core_plausible_report_period,11800,32.240437158469945,0.7863521258163402,0.1716101694915254,0.4646610169491525,0.363728813559322,372.8115254237288,370.10686440677966,2.70466101694916,0.007254767711044068,0.015644975331743943,5.8326271186440675,199.2742372881356,NA,NA,222.30381355932204,0.6006476370429887,69.58922812261507,3.7297675825673853,TRUE,NA,v0.41
465109,OLYMPUS HEALTH INC. — SALT LAKE CITY (465109),OLYMPUS HEALTH INC.,SALT LAKE CITY,SALT LAKE,UT,84117-5464,41620,U,11,105,100-149,SNF-dominant,2023,2024,366,plausible,valid_core_plausible_report_period,30741,83.99180327868852,0.7999219359875097,0.06736931134315735,0.5086692039946651,0.42396148466217753,411.57720958979866,363.12611821346087,48.451091376337786,0.11772054002850867,0.11784510241027418,48.5023584138447,188.4784164470902,3.2028235906444165,0.016709113474088044,218.34130314563612,0.6012822878724627,1.734284045486551,15.808714700929869,TRUE,NA,v0.41
465085,P — FERRON (465085),P,FERRON,EMERY,UT,84523,99946,R,8,51,50-99,SNF-dominant,2023,2023,365,plausible,valid_core_plausible_report_period,12455,34.12328767123287,0.6690840719849583,0.17784022480931352,0.6201525491770373,0.20200722601364915,355.1162585307106,354.33946206342836,0.7767964672822245,0.0021874426997406495,0.031727528067659466,11.266961059815335,143.0115616218386,NA,NA,178.25427539140907,0.5030607495800193,56.827894921213115,-13.57414369013396,TRUE,NA,v0.41
465129,PARKWAY HEALTH CENTER — PAYSON (465129),PARKWAY HEALTH CENTER,PAYSON,UTAH,UT,84651,39340,U,4,76,50-99,SNF-dominant,2023,2023,365,plausible,valid_core_plausible_report_period,15680,42.95890410958904,0.5652487382840663,0.05338010204081633,0.6746173469387755,0.27200255102040816,394.7424107142857,410.01651785714284,-15.274107142857133,-0.03869385890210954,-0.09911219874882887,-39.123788265306125,145.06294642857142,NA,NA,170.5596301020408,0.4159823389394933,1.107707208784365,0.2974836597731281,TRUE,NA,v0.41
465155,PINE VIEW TRANSITIONAL REHAB — OGDEN (465155),PINE VIEW TRANSITIONAL REHAB,OGDEN,WEBER,UT,84405,36260,U,4,30,<50,SNF-dominant,2023,2023,365,plausible,valid_core_plausible_report_period,9012,24.69041095890411,0.823013698630137,0.7785175321793165,NA,0.22148246782068354,609.9481802041722,666.372614292055,-56.42443408788279,-0.09250693078385032,-0.0917803332197532,-55.981247225920995,334.1039724811363,0.1814247669773635,5.427241766193761e-4,385.2148246782068,0.5780772144837519,-43.42037350029557,0.3586865889766514,TRUE,NA,v0.41
465188,POINTE MEADOW HEALTHCARE INC. — LEHI (465188),POINTE MEADOW HEALTHCARE INC.,LEHI,UTAH,UT,84043,39340,U,11,99,50-99,SNF-dominant,2023,2024,366,plausible,valid_core_plausible_report_period,30553,83.47814207650273,0.8432135563283104,0.13448761169115964,0.5530717114522306,0.3124406768566098,444.9491702942428,417.12355578830227,27.825614505940507,0.06253661398568189,0.06262459053389996,27.864759598075477,212.56603279547016,0.7237914443753477,0.0033934644887767384,246.11334402513666,0.5900250432033707,2.235480654368641,0.25828511813977434,TRUE,NA,v0.41
465098,PRICE HEALTHCARE INC. — PRICE (465098),PRICE HEALTHCARE INC.,PRICE,CARBON,UT,84501,99946,R,11,80,50-99,SNF-dominant,2023,2024,366,plausible,valid_core_plausible_report_period,19747,53.95355191256831,0.6744193989071038,0.2522408467108928,0.5482858155669216,0.19947333772218565,432.31645313212135,338.57826505291945,93.7381880792019,0.21682771358820882,0.21694204009322765,93.78761330835063,177.43885147110953,0.5053932242872335,0.0028401774114827976,203.31706081936497,0.6005024001986268,8.57331326125633,21.46779072641813,TRUE,NA,v0.41
465160,RED CLIFFS HEALTHCARE INC. — SAINT GEORGE (465160),RED CLIFFS HEALTHCARE INC.,SAINT GEORGE,WASHINGTON,UT,84790,41100,U,4,60,50-99,SNF-dominant,2023,2023,365,plausible,valid_core_plausible_report_period,14825,40.61643835616438,0.6769406392694064,0.4321753794266442,0.14772344013490726,0.4201011804384486,645.4049915682969,619.3005733558178,26.104418212479004,0.04044657006610174,0.041751422874837914,26.946576728499156,344.91885328836423,1.7223608768971332,0.004968713489665994,400.1164249578415,0.6460779178512974,0.06917448405866336,2.721262281975215,TRUE,NA,v0.41
465119,RIVERVIEW HEALTHCARE INC. — PROVO (465119),RIVERVIEW HEALTHCARE INC.,PROVO,UTAH,UT,85604,39340,U,11,200,150+,SNF-dominant,2023,2024,366,plausible,valid_core_plausible_report_period,40608,110.95081967213115,0.5547540983606557,0.042774822695035464,0.7278368794326241,0.2293882978723404,411.7326635145784,393.9690947596533,17.76356875492513,0.04314345284946327,0.043345729931984184,17.84685283687943,196.16432722616233,4.49394208037825,0.022395997413458043,227.5906964144996,0.577686675025473,2.0547368260509224,13.722223653391143,TRUE,NA,v0.41
465067,RMC - CLEARFIELD — CLEARFIELD (465067),RMC - CLEARFIELD,CLEARFIELD,DAVIS,UT,84015,36260,U,2,168,150+,SNF-dominant,2023,2024,366,plausible,valid_core_plausible_report_period,42079,114.96994535519126,0.6843449128285194,0.039996197628270634,0.6636326908909432,0.29637111148078615,368.0615984220157,443.01371230304903,-74.95211388103331,-0.20364013578806978,-0.0790624073456139,-29.09983602271917,149.53613441384064,NA,NA,166.78694835903895,0.3764825867171946,-134.74864343536657,0.9683599285318218,TRUE,NA,v0.41
465125,RMC - COTTAGE ON VINE — MURRAY (465125),RMC - COTTAGE ON VINE,MURRAY,SALT LAKE,UT,84107,41620,U,2,61,50-99,SNF-dominant,2023,2024,366,plausible,valid_core_plausible_report_period,18529,50.62568306010929,0.8299292304935949,0.026552971018403582,0.7916779103027687,0.18176911867882778,314.60283879324305,472.01117167683094,-157.4083328835879,-0.5003398363707603,-0.03035934479684956,-9.551136056991743,96.42187921636354,NA,NA,109.14846996599924,0.2312412851972268,247.11272522709226,4.471668185504045,TRUE,NA,v0.41
465116,RMC - LOGAN — LOGAN (465116),RMC - LOGAN,LOGAN,CACHE,UT,84341,30860,U,2,112,100-149,SNF-dominant,2023,2024,366,plausible,valid_core_plausible_report_period,24929,68.1120218579235,0.6081430523028883,0.043082353885033495,0.6997472822816799,0.2571703638332865,324.3190661478599,373.9823097597176,-49.663243611857695,-0.15313081713554197,0.19457287923858527,63.1036944923583,146.77303542059448,NA,NA,166.44827309559147,0.44506991039906124,-7.8036120328156,2.0520727275179187,TRUE,NA,v0.41
465168,ROCKY MOUNTAIN - RIVERTON — RIVERTON (465168),ROCKY MOUNTAIN - RIVERTON,RIVERTON,SALT LAKE,UT,84065-,41620,U,2,40,<50,SNF-dominant,2023,2024,366,plausible,valid_core_plausible_report_period,12870,35.16393442622951,0.8790983606557377,0.18484848484848485,0.05547785547785548,0.7596736596736596,481.3058275058275,557.7718725718726,-76.46604506604507,-0.1588720532687073,0.005114614702362099,2.4616938616938615,157.8189588189588,NA,NA,175.95042735042736,0.31545231303816773,211.9940778912211,5.825252582731858,TRUE,NA,v0.41
465075,ROCKY MOUNTAIN CARE - HUNTER HOLLOW — WEST VALLEY CITY (465075),ROCKY MOUNTAIN CARE - HUNTER HOLLOW,WEST VALLEY CITY,SALT LAKE,UT,84120,41620,U,2,120,100-149,SNF-dominant,2023,2024,366,plausible,valid_core_plausible_report_period,37774,103.20765027322405,0.860063752276867,0.054428972308995606,0.6602954413088368,0.2852755863821676,416.93384338433845,470.3549266691375,-53.42108328479907,-0.12812844083648633,0.06863573708451934,28.616561656165615,188.20482342351883,NA,NA,211.4545189813099,0.4495637379175443,-12.513249058503185,2.630473477162518,TRUE,NA,v0.41
465147,ROCKY MOUNTAIN CARE - THE LODGE — HEBER CITY (465147),ROCKY MOUNTAIN CARE - THE LODGE,HEBER CITY,WASATCH,UT,84032,99946,R,2,92,50-99,SNF-dominant,2023,2024,366,plausible,valid_core_plausible_report_period,28443,77.71311475409836,0.8447077690662865,0.08785993038708997,0.6055971592307422,0.30654291038216785,349.41141932988785,409.46310164188026,-60.05168231199241,-0.17186525393806934,-0.06925514189586982,-24.19853742572865,157.18774390887037,NA,NA,175.35678374292445,0.4282602828918463,-32.07775151015009,1.33194964696201,TRUE,NA,v0.41
465089,ROCKY MOUNTAIN CARE - WILLOW SPRINGS — TOOELE (465089),ROCKY MOUNTAIN CARE - WILLOW SPRINGS,TOOELE,TOOELE,UT,84032,41620,U,2,112,100-149,SNF-dominant,2023,2024,366,plausible,valid_core_plausible_report_period,36018,98.40983606557377,0.8786592505854801,0.11172191681936809,0.6543950247098673,0.23388305847076463,378.59803431617524,411.8025987006497,-33.20456438447445,-0.08770400629376907,0.2546703133919179,96.41768004886445,154.54114609361986,NA,NA,172.05186295741018,0.41780179022735914,-66.07886083256373,2.7690505073544087,TRUE,NA,v0.41
465064,SAND HOLLOW HEALTHCARE LLC — ST. GEORGE (465064),SAND HOLLOW HEALTHCARE LLC,ST. GEORGE,WASHINGTON,UT,84770,41100,U,11,99,50-99,SNF-dominant,2023,2024,366,plausible,valid_core_plausible_report_period,33858,92.50819672131148,0.9344262295081968,0.07752968279284068,0.7098470080926221,0.2126233091145372,370.6304270777955,334.68273377045307,35.94769330734243,0.09699066962949858,0.09697481154580058,35.9418158190088,177.67133321519287,0.0354421407052986,1.9944169621173794e-4,205.76401441313723,0.6148031961345918,0.7318586604219953,11.861752113403599,TRUE,NA,v0.41
465097,SANDSTONE AMERICAN FORK — AMERICAN FORK (465097),SANDSTONE AMERICAN FORK,AMERICAN FORK,UTAH,UT,84003,39340,U,4,106,100-149,SNF-dominant,2023,2024,366,plausible,valid_core_plausible_report_period,24246,66.24590163934427,0.6249613362202289,0.038150622783139486,0.7229646127196239,0.23888476449723667,333.76070279633757,347.02577744782644,-13.265074651488874,-0.039744267495695325,-0.028389733430115954,-9.475377381836179,124.73113090819105,59.426420852924196,0.32269336926248193,207.22692402870575,0.5971513861383432,57.646089541141436,1.1408968825758221,TRUE,NA,v0.41
465156,SANDSTONE BOUNTIFUL — BOUNTIFUL (465156),SANDSTONE BOUNTIFUL,BOUNTIFUL,DAVIS,UT,84010,36260,U,4,122,100-149,SNF-dominant,2023,2024,366,plausible,valid_core_plausible_report_period,20403,55.74590163934426,0.4569336199946251,0.1582610400431309,0.537077880703818,0.304661079253051,414.98064010194577,407.8338969759349,7.146743126010847,0.017221871179954766,0.02666481631303259,11.065382541783071,139.20869479978435,74.26687251874725,0.34789401640484696,234.36180953781306,0.5746501486894359,38.85121382135756,1.008604119475522,TRUE,NA,v0.41
465093,SANDSTONE BRIGHAM CITY — BRIGHAM CITY (465093),SANDSTONE BRIGHAM CITY,BRIGHAM CITY,BOX ELDER,UT,84302,36260,U,4,84,50-99,SNF-dominant,2023,2024,366,plausible,valid_core_plausible_report_period,12892,35.224043715846996,0.41933385376008325,0.04987589202606268,0.8384269314303444,0.11169717654359293,390.8538628606888,410.36425690350603,-19.51039404281721,-0.04991736271971117,-0.042116633669968456,-16.461448960595717,162.09494260006204,15.978591374495812,0.08973029858990018,202.77885510394043,0.49414356073322024,67.02911642487094,1.0996411835533446,TRUE,NA,v0.41
465096,SANDSTONE CANYON RIM — SALT LAKE CITY (465096),SANDSTONE CANYON RIM,SALT LAKE CITY,SALT LAKE,UT,84109,41620,U,4,90,50-99,SNF-dominant,2023,2024,366,plausible,valid_core_plausible_report_period,15003,40.99180327868852,0.45546448087431696,0.020395920815836834,0.90941811637672465,0.07018596280743851,406.5091648336999,348.1021129107512,58.40705192294871,0.14367954520002682,0.16111641902736856,65.49530093981204,120.49836699326801,58.272878757581815,0.32596337578133594,198.3605945477571,0.5698345031264265,114.57395813866566,1.1684814964438728,TRUE,NA,v0.41
465074,SANDSTONE HOLLADAY — SALT LAKE CITY (465074),SANDSTONE HOLLADAY,SALT LAKE CITY,SALT LAKE,UT,84117,41620,U,4,77,50-99,SNF-dominant,2023,2024,366,plausible,valid_core_plausible_report_period,21287,58.16120218579235,0.7553402881271734,0.012871705735895148,0.9339502983041292,0.05317799595997557,401.4936346126744,316.5407525719923,84.95288204068208,0.21159210188384964,0.22420355708910975,90.01630102879692,117.20702776342368,62.266688589279845,0.3469404314719417,196.23483816413773,0.619935463505626,143.46908990423708,1.5239466206042394,TRUE,NA,v0.41
465094,SANDSTONE MILLCREEK — SALT LAKE CITY (465094),SANDSTONE MILLCREEK,SALT LAKE CITY,SALT LAKE,UT,84106,41620,U,4,184,150+,SNF-dominant,2023,2024,366,plausible,valid_core_plausible_report_period,39137,106.93169398907104,0.5811505108101687,0.026343357947722103,0.6908807522293482,0.2827758898229297,394.96760099138925,381.9680098116871,12.999591179702122,0.03291305703827965,0.04627927809092689,18.278815443186755,149.29337966630044,38.65998926846718,0.205689259456077,208.98520581546873,0.5471275092343463,67.24156051856562,1.2305883976583025,TRUE,NA,v0.41
465107,SANDSTONE NEPHI — NEPHI (465107),SANDSTONE NEPHI,NEPHI,JUAB,UT,84648,39340,U,4,80,50-99,SNF-dominant,2023,2024,366,plausible,valid_core_plausible_report_period,13928,38.05464480874317,0.4756830601092896,0.07359276278001149,0.6972286042504308,0.22917863296955773,372.2459793222286,362.2754164273406,9.970562894888019,0.026784877335792906,0.033234502980147906,12.371410109132682,121.4597214244687,60.859419873635844,0.3338070782931477,201.7947300402068,0.5570202141515709,54.02436019701247,1.0594383841662514,TRUE,NA,v0.41
465163,SANDSTONE NORTH PARK — BOUNTIFUL (465163),SANDSTONE NORTH PARK,BOUNTIFUL,DAVIS,UT,84010,36260,U,4,102,100-149,SNF-dominant,2023,2024,366,plausible,valid_core_plausible_report_period,15066,41.16393442622951,0.40356798457087756,0.07998141510686313,0.7507633081109784,0.16925527678215851,381.9944909066773,411.7552767821585,-29.76078587548119,-0.07790894000812146,-0.06655350383979229,-25.42307181733705,158.5578122925793,33.52668259657507,0.1745413268047596,216.56292313819196,0.5259505714914391,62.12673158158171,1.0444830587850045,TRUE,NA,v0.41
465020,SANDSTONE PIONEER TRAIL — BRIGHAM CITY (465020),SANDSTONE PIONEER TRAIL,BRIGHAM CITY,BOX ELDER,UT,84302,36260,U,4,72,50-99,SNF-dominant,2023,2024,366,plausible,valid_core_plausible_report_period,13089,35.76229508196721,0.4966985428051002,0.06112002444800978,0.6008862403544961,0.3379937351974941,354.65719306287724,372.52509741003894,-17.867904347161698,-0.050380775285710715,-0.03806180295676016,-13.49889219955688,149.80151272060507,34.44098097639239,0.1869328854885862,209.80235312094126,0.5631898483607709,43.82454238439403,1.00425854715615,TRUE,NA,v0.41
465059,SANDSTONE RICHFIELD — RICHFIELD (465059),SANDSTONE RICHFIELD,RICHFIELD,SEVIER,UT,84701,99946,R,4,98,50-99,SNF-dominant,2023,2024,366,plausible,valid_core_plausible_report_period,12874,35.17486338797814,0.3589271774283484,0.06283983221997826,0.6997825073792139,0.23737766040080782,339.27753611931024,379.1954326549635,-39.917896535653256,-0.11765558366238471,-0.1036141505483579,-35.15395370514215,136.81350007767594,12.398788255398477,0.08309495413488784,177.66032313189373,0.4685191535351375,54.18061224615211,1.1491142052707697,TRUE,NA,v0.41
465146,SANDSTONE SOUTH LAKE — SALT LAKE CITY (465146),SANDSTONE SOUTH LAKE,SALT LAKE CITY,SALT LAKE,UT,84115,41620,U,4,140,100-149,SNF-dominant,2023,2024,366,plausible,valid_core_plausible_report_period,31964,87.33333333333333,0.6238095238095238,0.034100863471405334,0.8293392566637467,0.13655987986484797,434.01536103116007,335.5709548241772,98.44440620698288,0.22682240087791514,0.23816655922672653,103.36794518833688,131.63712301339007,41.25578776123139,0.23862047076650425,193.75525591290202,0.5773898280750202,118.1452049609414,1.2388396959572539,TRUE,NA,v0.41
465066,SANDSTONE TAYLORSVILLE — SALT LAKE CITY (465066),SANDSTONE TAYLORSVILLE,SALT LAKE CITY,SALT LAKE,UT,84123,41620,U,4,120,100-149,SNF-dominant,2023,2024,366,plausible,valid_core_plausible_report_period,35161,96.06830601092896,0.8005692167577414,0.048974716304997015,0.7636870396177583,0.18733824407724467,428.95250419498876,363.17553539432896,65.7769688006598,0.15334324466552038,0.16236926234347732,69.64870168652769,127.45064133557067,52.75834020647877,0.2927619908565339,198.2884730240892,0.5459852156858293,91.03276269488157,1.3167461413076011,TRUE,NA,v0.41
465144,SEASONS HEALTHCARE & REHAB — ST. GEORGE (465144),SEASONS HEALTHCARE & REHAB,ST. GEORGE,WASHINGTON,UT,84770,41100,U,4,53,50-99,SNF-dominant,2023,2023,365,plausible,valid_core_plausible_report_period,16157,44.26575342465753,0.8352028948048591,0.05842668812279507,0.588104227269914,0.353469084607291,260.4857337376988,380.7510057560191,-120.26527201832027,-0.46169619461549355,0.23676897298622748,61.674939654638855,149.44036640465433,3.158073899857647,0.020695322269059062,172.0080460481525,0.4517599256412032,27.35651502634841,11.737664982571575,TRUE,NA,v0.41
465162,SILVERADO SENIOR LIVING-ASPEN PARK — SALT LAKE CITY (465162),SILVERADO SENIOR LIVING-ASPEN PARK,SALT LAKE CITY,SALT LAKE,UT,84117,41620,U,4,20,<50,SNF-dominant,2018,2018,365,plausible,valid_core_plausible_report_period,5154,14.12054794520548,0.706027397260274,0.6455180442374855,NA,0.35448195576251457,1758.896391152503,1996.7588280946838,-237.86243694218092,-0.13523391038759444,-0.04308426192386131,-75.78075281334885,896.4049282110982,96.01571594877765,0.09674901113132207,1017.744470314319,0.5096982449730574,0.10640060361694034,0.17041330836700092,TRUE,NA,v0.41
465062,SOUTH DAVIS COMMUNITY CARE CENTER — BOUNTIFUL (465062),SOUTH DAVIS COMMUNITY CARE CENTER,BOUNTIFUL,DAVIS,UT,84010,36260,U,12,60,50-99,SNF-dominant,2018,2019,365,plausible,valid_core_plausible_report_period,16059,43.9972602739726,0.7332876712328767,0.05710193660875521,0.7969362974033253,0.14596176598791955,249.933744317828,283.3764867052743,-33.442742387446316,-0.13380643129532305,-0.13380643129532305,-33.442742387446295,147.21701226726447,NA,NA,175.97727131203686,0.6210016693977225,0.004571780915775731,0.2908377193625475,TRUE,NA,v0.41
465091,SOUTH VALLEY HEALTHCARE INC. — DRAPER (465091),SOUTH VALLEY HEALTHCARE INC.,DRAPER,SALT LAKE,UT,84020-9755,41620,U,11,85,50-99,SNF-dominant,2023,2024,366,plausible,valid_core_plausible_report_period,22145,60.505464480874316,0.711828993892639,0.05703319033641906,0.7041318582072703,0.23883495145631067,423.417882140438,394.95922330097085,28.458658839467148,0.06721175472231959,0.0668067033758225,28.287152856175208,223.76658387897945,NA,NA,255.7476631293746,0.647529284142042,2.3856360099936293,4.514526640850232,TRUE,NA,v0.41
465180,SOUTHERN UTAH VETERANS HOME - IVINS — IVINS (465180),SOUTHERN UTAH VETERANS HOME - IVINS,IVINS,WASHINGTON,UT,84738,41100,U,10,108,100-149,SNF-dominant,2023,2024,366,plausible,valid_core_plausible_report_period,37795,103.26502732240438,0.9561576603926331,0.039052784759888874,0.03518983992591613,0.925757375314195,456.9502315121048,426.8726551131102,30.07757639899455,0.06582243387745786,0.08054464641710798,36.80489482735812,239.62423601005423,21.409181108612252,0.08201701278300157,303.47633284826037,0.7109294287492999,44.091496953076714,1.6548805564420506,TRUE,NA,v0.41
465183,SPANISH FORK REHABILITATION AND NURS — SPANISH FORK (465183),SPANISH FORK REHABILITATION AND NURS,SPANISH FORK,UTAH,UT,84660,39340,U,9,44,<50,SNF-dominant,2023,2023,365,plausible,valid_core_plausible_report_period,14252,39.04657534246575,0.8840642640034737,0.1435587987650856,NA,0.8564412012349144,370.53206567499296,360.5587285994948,9.973337075498137,0.026916259075526673,0.028754987622194497,10.65464496211058,131.26066516980072,NA,NA,147.06883244456918,0.40789147725205077,28.935652384083625,1.8897044652608086,TRUE,NA,v0.41
465178,STONEHENGE OF AMERICAN FORK — AMERICAN FORK (465178),STONEHENGE OF AMERICAN FORK,AMERICAN FORK,UTAH,UT,84003,39340,U,6,119,100-149,SNF-dominant,2023,2023,365,plausible,valid_core_plausible_report_period,28275,77.46575342465754,0.650972717854265,0.19282051282051282,0.543236074270557,0.26394341290893014,394.0464014146773,368.7101326259947,25.336268788682617,0.06429767838945392,0.06429767838945392,25.33626878868258,192.6286118479222,NA,NA,216.0902210433245,0.5860707420875738,14.619425532880223,4.241186370343047,TRUE,NA,v0.41
465153,STONEHENGE OF CEDAR CITY LLC — CEDAR CITY (465153),STONEHENGE OF CEDAR CITY LLC,CEDAR CITY,IRON,UT,84721,99946,R,6,50,50-99,SNF-dominant,2023,2023,365,plausible,valid_core_plausible_report_period,14874,40.75068493150685,0.815013698630137,0.1871722468737394,0.5484066155707946,0.2644211375554659,346.6085787279817,323.5462552104343,23.062323517547384,0.06653708226779552,0.06653708226779552,23.062323517547398,155.04195240016136,NA,NA,173.90123705795347,0.5374849322389721,18.333479136410798,3.508591989606382,TRUE,NA,v0.41
465182,STONEHENGE OF OGDEN — OGDEN (465182),STONEHENGE OF OGDEN,OGDEN,WEBER,UT,84415,36260,U,6,52,50-99,SNF-dominant,2023,2023,365,plausible,valid_core_plausible_report_period,15187,41.608219178082194,0.8001580611169652,0.339105814183183,0.31843023638638307,0.3424639494304339,454.9839336274445,445.9970369394877,8.9868966879568,0.019752118753528482,0.019752118753528482,8.986896687956806,236.90722328307106,NA,NA,269.42029367221966,0.6040853892685709,5.2313011111034005,5.584203577001561,TRUE,NA,v0.41
465167,STONEHENGE OF OREM — OREM (465167),STONEHENGE OF OREM,OREM,UTAH,UT,84057,39340,U,6,34,<50,SNF-dominant,2023,2023,365,plausible,valid_core_plausible_report_period,8075,22.123287671232877,0.6506849315068494,0.6803715170278638,NA,0.3196284829721362,607.9857585139318,500.87021671826625,107.11554179566559,0.17618100472860188,0.17618100472860188,107.11554179566564,251.5230959752322,NA,NA,282.2704643962848,0.5635600899684933,20.215693948884507,13.045646703017727,TRUE,NA,v0.41
465173,STONEHENGE OF RICHFIELD — RICHFIELD (465173),STONEHENGE OF RICHFIELD,RICHFIELD,SEVIER,UT,84701,99946,R,6,30,<50,SNF-dominant,2023,2023,365,plausible,valid_core_plausible_report_period,6697,18.34794520547945,0.6115981735159818,0.26982230849634165,0.35926534269075705,0.3709123488129013,386.2081529042855,385.7528744213827,0.45527848290277007,0.0011788422369623684,0.0011788422369623684,0.45527848290279227,201.7195759295207,NA,NA,228.8872629535613,0.5933520606862231,22.719294476592165,6.455504713600529,TRUE,NA,v0.41
